symbol,open,high,low,close,volume,SMA_20,EMA_20,return_1d,return_5d,volatility_20d,date,data_source,target_return,market_return_1d,market_return_5d,market_volatility_20d,market_dispersion_1d,relative_return_1d,relative_return_5d,return_rank,vol_rank,volume_rank,inverse_vol,shock_score,jump_flag,momentum_proxy,factor_proxy,return_mean_20d,return_std_20d,volume_mean_20d,volume_std_20d,corr_to_market_20d,tail_risk_20d,market_beta_20d,return_1d_lag_1,return_5d_lag_1,volatility_20d_lag_1,market_return_1d_lag_1,relative_return_1d_lag_1,momentum_proxy_lag_1,shock_score_lag_1,factor_proxy_lag_1,corr_to_market_20d_lag_1,tail_risk_20d_lag_1,return_1d_lag_5,return_5d_lag_5,volatility_20d_lag_5,market_return_1d_lag_5,relative_return_1d_lag_5,momentum_proxy_lag_5,shock_score_lag_5,factor_proxy_lag_5,corr_to_market_20d_lag_5,tail_risk_20d_lag_5
AVAX/USD,17.7445,18.394,17.0345,17.4885,232.758498771,18.59943,18.257222591905272,-0.014057509788390599,0.05017114033507464,0.047064483221632626,2025-11-08,alpaca,0.01644795151099321,-0.01440267369498378,-0.008476903715777629,0.03749031266594814,0.005721033669242351,0.0003451639065931815,0.05864804405085226,0.6,1.0,0.8,21.24744008802717,0.00733384942588803,0.0,0.05440959219296345,0.3,,,,,,,,0.10099809443413377,-0.05724953494552221,0.047391405474815435,0.061080051887018524,0.03991804254711524,-0.01492025892232307,0.842305344695356,0.4,,,,,,,,,,,,
BTC/USD,103310.7885,103378.7,101386.945,102301.2,0.327722996,108414.770625,106678.5801318434,-0.009585885995727184,-0.03980244378205455,0.02098590837488272,2025-11-08,alpaca,0.023383987675609008,-0.01440267369498378,-0.008476903715777629,0.03749031266594814,0.005721033669242351,0.0048167876992565965,-0.03132554006627693,1.0,0.2,0.2,47.6510001676583,0.22952475146485052,0.0,-0.03556399192416574,0.9,,,,,,,,0.01945887757147502,-0.06561802971077224,0.021210282757542078,0.061080051887018524,-0.041621174315543505,-0.023288753687573105,1.962310223216679,0.5,,,,,,,,,,,,
DOGE/USD,0.1787775,0.183226,0.172961,0.1760565,13747.369476989,0.1860717,0.18105716785563858,-0.015068531468531376,0.052296078466531615,0.04272406108508206,2025-11-08,alpaca,0.01802546341657374,-0.01440267369498378,-0.008476903715777629,0.03749031266594814,0.005721033669242351,-0.0006658577735475964,0.06077298218230924,0.4,0.8,1.0,23.406009179428818,0.015585073159849075,0.0,0.05653453032442043,0.3,,,,,,,,0.10646516104871218,-0.04114365411436549,0.04333635753208715,0.061080051887018524,0.04538510916169365,0.001185621908833645,1.047275342772778,0.6,,,,,,,,,,,,
ETH/USD,3436.1325,3483.7,3354.08,3400.75,12.613743817,3773.2191562499997,3679.4025010823984,-0.009684748795685594,-0.05617699994310554,0.03538479612571804,2025-11-08,alpaca,0.05351554804087333,-0.01440267369498378,-0.008476903715777629,0.03749031266594814,0.005721033669242351,0.004717924899298186,-0.04770009622732792,0.8,0.4,0.4,28.260717225554885,0.13333194147047056,0.0,-0.05193854808521673,0.7,,,,,,,,0.036549769825480416,-0.12096474037031002,0.036087572124172546,0.061080051887018524,-0.02453028206153811,-0.07863546434711088,0.6797430201095958,0.5,,,,,,,,,,,,
SOL/USD,161.82,164.7415,156.0,157.93,162.35366897,181.28242500000002,175.41947816193067,-0.02361669242658415,-0.0488722936553343,0.04129231452242528,2025-11-08,alpaca,0.04166086240739575,-0.01440267369498378,-0.008476903715777629,0.03749031266594814,0.005721033669242351,-0.009214018731600371,-0.04039538993955667,0.2,0.6,0.6,24.21757582227937,0.22314119726043438,0.0,-0.044633841797445485,0.30000000000000004,,,,,,,,0.04192835655529126,-0.1383168010910214,0.041165400499849326,0.061080051887018524,-0.019151695331727267,-0.09598752506782227,0.4652375647219008,0.5,,,,,,,,,,,,
AVAX/USD,17.50395,17.91,16.81095,17.77615,80.730483424,18.470534999999998,18.21140615458096,0.01644795151099321,0.11156515757878949,0.047337578882744785,2025-11-09,alpaca,0.022409239345977383,0.030606762610289006,0.07989524425202443,0.03834218081723394,0.01626295692004772,-0.014158811099295798,0.03166991332676505,0.2,1.0,0.6,21.124861312159354,0.29910292081768625,0.0,0.07161753545277727,0.1,,,,,,,,-0.014057509788390599,0.05017114033507464,0.047064483221632626,-0.01440267369498378,0.0003451639065931815,0.05440959219296345,0.00733384942588803,0.3,,,,,,,,,,,,
BTC/USD,102276.115,105450.05,101305.25313969,104693.41,0.469646212,108121.315875,106489.51630976307,0.023383987675609008,0.031928629728675606,0.021322019602484813,2025-11-09,alpaca,0.01237849641156985,0.030606762610289006,0.07989524425202443,0.03834218081723394,0.01626295692004772,-0.007222774934679998,-0.04796661452334883,0.6,0.2,0.2,46.899850466555144,0.33874706439007446,0.0,-0.00801899239733661,0.7,,,,,,,,-0.009585885995727184,-0.03980244378205455,0.02098590837488272,-0.01440267369498378,0.0048167876992565965,-0.03556399192416574,0.22952475146485052,0.9,,,,,,,,,,,,
DOGE/USD,0.1759465,0.184,0.17125,0.17923,42724.032340638,0.18502845,0.18088315186938728,0.01802546341657374,0.10478949639400836,0.04254235583894027,2025-11-09,alpaca,0.013585895218434452,0.030606762610289006,0.07989524425202443,0.03834218081723394,0.01626295692004772,-0.012581299193715267,0.02489425214198393,0.4,0.6,1.0,23.505979986770523,0.2957357670550432,0.0,0.06484187426799615,0.4,,,,,,,,-0.015068531468531376,0.052296078466531615,0.04272406108508206,-0.01440267369498378,-0.0006658577735475964,0.05653453032442043,0.015585073159849075,0.3,,,,,,,,,,,,
ETH/USD,3399.981,3618.3155,3359.3,3582.743,21.489978442,3753.3020562499996,3670.196834312646,0.05351554804087333,0.0904230371814363,0.037903920879145056,2025-11-09,alpaca,-0.00483177275065505,0.030606762610289006,0.07989524425202443,0.03834218081723394,0.01626295692004772,0.022908785430584323,0.010527792929411861,1.0,0.4,0.4,26.382487958530056,0.6043907557669397,0.0,0.05047541505542408,0.8,,,,,,,,-0.009684748795685594,-0.05617699994310554,0.03538479612571804,-0.01440267369498378,0.004717924899298186,-0.05193854808521673,0.13333194147047056,0.7,,,,,,,,,,,,
SOL/USD,158.079207,166.49,155.19,164.5095,116.437484145,180.019425,174.38043262269917,0.04166086240739575,0.060769900377212416,0.042605028882854744,2025-11-09,alpaca,0.016752831903324772,0.030606762610289006,0.07989524425202443,0.03834218081723394,0.01626295692004772,0.011054099797106743,-0.019125343874812017,0.8,0.8,0.8,23.471402120992387,0.2594552214234727,0.0,0.0208222782512002,0.5,,,,,,,,-0.02361669242658415,-0.0488722936553343,0.04129231452242528,-0.01440267369498378,-0.009214018731600371,-0.044633841797445485,0.22314119726043438,0.30000000000000004,,,,,,,,,,,,
AVAX/USD,17.761,18.3831,17.64755,18.1745,117.167216385,18.402234999999997,18.207891282716105,0.022409239345977383,0.09445381187522561,0.04701260725195692,2025-11-10,alpaca,-0.06440617348482758,0.01205893802573028,0.05453014072354776,0.03815767189682525,0.01020895689475471,0.010350301320247102,0.03992367115167785,1.0,1.0,0.6,21.270885529317656,0.22016007457692152,0.0,0.06718874151345174,0.5,0.01919424135852179,0.05054321782426116,543.2083007081999,583.1468368056634,0.9423795512046935,-0.026672756925761966,0.0017611990536223476,0.01644795151099321,0.11156515757878949,0.047337578882744785,0.030606762610289006,-0.014158811099295798,0.07161753545277727,0.29910292081768625,0.1,,,,,,,,,,,,
BTC/USD,104683.7975,106608.1,104249.435,105989.357,4.897033013,108002.49822500002,106441.88208978563,0.01237849641156985,0.020268396229906838,0.021158546679995168,2025-11-10,alpaca,-0.02791057124726215,0.01205893802573028,0.05453014072354776,0.03815767189682525,0.01020895689475471,0.00031955838583956966,-0.034261744493640924,0.4,0.2,0.2,47.262202952882525,0.015103033286845282,0.0,-0.006996674131867043,0.6000000000000001,0.004190754673954267,0.020566656777965986,2.6820312504,2.734293784999856,0.910006862579273,-0.021662539033669725,0.0006920350162970595,0.023383987675609008,0.031928629728675606,0.021322019602484813,0.030606762610289006,-0.007222774934679998,-0.00801899239733661,0.33874706439007446,0.7,,,,,,,,,,,,
DOGE/USD,0.179144,0.185655,0.177249,0.181665,190781.69988603,0.1843961,0.18095761359611232,0.013585895218434452,0.08654565028858507,0.04232696903924955,2025-11-10,alpaca,-0.05356012440481095,0.01205893802573028,0.05453014072354776,0.03815767189682525,0.01020895689475471,0.001526957192704171,0.03201550956503731,0.6,0.6,1.0,23.62559347957968,0.036075269895548955,0.0,0.0592805799268112,0.5,0.017849601470903465,0.05389359883691518,85607.711472596,67894.91514358165,0.9459914640816925,-0.03002169098224361,0.0018851421542510761,0.01802546341657374,0.10478949639400836,0.04254235583894027,0.030606762610289006,-0.012581299193715267,0.06484187426799615,0.2957357670550432,0.4,,,,,,,,,,,,
ETH/USD,3581.4,3653.703553299,3506.9035,3565.432,54.430835753,3737.8639062499997,3660.219231044775,-0.00483177275065505,0.041422869854563116,0.03754055425019074,2025-11-10,alpaca,-0.04179914243210914,0.01205893802573028,0.05453014072354776,0.03815767189682525,0.01020895689475471,-0.01689071077638533,-0.013107270868984645,0.2,0.4,0.4,26.637852146692737,0.4499322563139021,0.0,0.014157799492789235,0.4,0.008643204603666877,0.03531580115130348,31.4231005082,16.03493065383792,0.867073219764853,-0.027803168400480093,0.001132255757304695,0.05351554804087333,0.0904230371814363,0.037903920879145056,0.030606762610289006,0.022908785430584323,0.05047541505542408,0.6043907557669397,0.8,,,,,,,,,,,,
SOL/USD,164.42,171.7704162435,163.399,167.2655,837.673763589,179.09470000000002,173.70281999196592,0.016752831903324772,0.02995997536945816,0.042749682262733894,2025-11-10,alpaca,-0.07639949660868495,0.01205893802573028,0.05453014072354776,0.03815767189682525,0.01020895689475471,0.004693893877594491,-0.024570165354089603,0.8,0.8,0.8,23.391981253435315,0.10979947759030513,0.0,0.0026949050076842777,0.5,0.006528569224831337,0.03892999129629195,360.3421368442,286.01050188685826,0.9485987245045081,-0.03998934833753358,0.0013654837775232995,0.04166086240739575,0.060769900377212416,0.042605028882854744,0.030606762610289006,0.011054099797106743,0.0208222782512002,0.2594552214234727,0.5,,,,,,,,,,,,
AVAX/USD,18.1765,18.61,16.967,17.00395,734.458008837,18.301422499999997,18.093230208171715,-0.06440617348482758,0.05544451823943075,0.04875748247251996,2025-11-11,alpaca,-0.011323839460831153,-0.05281510163553895,0.03259804654039635,0.039633541257047926,0.01892563527879376,-0.011591071849288627,0.0228464716990344,0.4,1.0,0.8,20.50966834612355,0.23772903940499873,0.0,0.03914549496923257,0.2,0.00526083888463023,0.05664390277356649,575.083252063,527.3938393310884,0.9636790032006584,-0.055761272291146885,0.0023020398454570968,0.022409239345977383,0.09445381187522561,0.04701260725195692,0.01205893802573028,0.010350301320247102,0.06718874151345174,0.22016007457692152,0.5,0.9423795512046935,-0.026672756925761966,-0.029826568710104806,-0.13937189164356256,0.040569964790088495,-0.0329367074961763,0.003110138786071491,-0.07259387172416594,0.07666109733031724,0.5,,
BTC/USD,105998.337,107487.98,102384.9495,103031.1335,2.026714424,107773.779175,106117.04889075844,-0.02791057124726215,0.016890716392269578,0.021976804975975782,2025-11-11,alpaca,-0.013617548913018584,-0.05281510163553895,0.03259804654039635,0.039633541257047926,0.01892563527879376,0.0249045303882768,-0.015707330148126773,1.0,0.2,0.2,45.50249893322403,1.1332183674250105,0.0,0.0005916931220714024,0.9,-0.0011594663129151361,0.022586258753236454,2.572811779333333,2.460216120447869,0.9412537453455243,-0.027103354008735453,0.0008965577885703406,0.01237849641156985,0.020268396229906838,0.021158546679995168,0.01205893802573028,0.00031955838583956966,-0.006996674131867043,0.015103033286845282,0.6000000000000001,0.910006862579273,-0.021662539033669725,-0.02468170229315536,-0.07952664377591168,0.020743817399374222,-0.0329367074961763,0.008255005203020936,-0.012748623856515054,0.3979499561045308,0.9,,
